Row Name,Px,Py,Pz,Nx,Ny,Nz,UVx,UVy,UVz,pscale
0,-591.0303344726562,-0.16563354432582855,-535.226318359375,0.0,0.9685662984848022,0.0,0.9746752977371216,1.0,1.0,36.0
1,-580.2928466796875,-0.16563354432582855,-529.4678955078125,0.0,0.9685662984848022,0.0,0.9746752977371216,1.0,1.0,33.0
2,-570.9041748046875,-0.16563354432582855,-524.2908325195312,0.0,0.9685662984848022,0.0,0.9746752977371216,1.0,1.0,27.0
3,-557.8790283203125,-0.16563354432582855,-496.5756530761719,0.0,0.6142750978469849,0.0,0.8587731719017029,1.0,1.0,18.0
4,-582.4090576171875,-0.16563354432582855,-477.93780517578125,0.0,0.001494959695264697,0.0,0.9533184170722961,1.0,1.0,27.0
5,-604.33349609375,-0.16563354432582855,-497.7000427246094,0.0,-0.6699921488761902,-0.0,0.9788050651550293,1.0,1.0,21.0
6,-606.0370483398438,-0.16563354432582855,-507.8565673828125,0.0,-0.6699921488761902,-0.0,0.9788050651550293,1.0,1.0,36.0
7,-606.4566650390625,-0.16563354432582855,-518.636962890625,0.0,-0.6699921488761902,-0.0,0.9788050651550293,1.0,1.0,24.0
8,-607.2930908203125,-0.16563354432582855,-526.9146728515625,0.0,-0.6699921488761902,-0.0,0.9788050651550293,1.0,1.0,21.0
9,-588.50927734375,-0.16563354432582855,-604.7736206054688,0.0,0.9985503554344177,0.0,0.9714173078536987,1.0,1.0,42.0
10,-575.5043334960938,-0.16563354432582855,-603.0570068359375,0.0,0.9985503554344177,0.0,0.9714173078536987,1.0,1.0,33.0
11,-564.661865234375,-0.16563354432582855,-591.1759033203125,0.0,0.5089882016181946,0.0,0.6879610419273376,1.0,1.0,6.0
12,-585.3148803710938,-0.16563354432582855,-590.5221557617188,0.0,-0.2658211290836334,-0.0,0.996654748916626,1.0,1.0,39.0
13,-595.2941284179688,-0.16563354432582855,-596.1658935546875,0.0,-0.2658211290836334,-0.0,0.996654748916626,1.0,1.0,24.0
14,-549.0960083007812,-0.16563354432582855,-531.3013916015625,0.0,0.6142786145210266,0.0,0.8135576248168945,1.0,1.0,3.0
15,-571.32763671875,-0.16563354432582855,-525.5510864257812,0.0,-0.2487543672323227,-0.0,0.975287139415741,1.0,1.0,33.0
16,-580.2880249023438,-0.16563354432582855,-530.5089111328125,0.0,-0.2487543672323227,-0.0,0.975287139415741,1.0,1.0,24.0
17,-566.1380615234375,-0.16563354432582855,-552.4896850585938,0.0,0.9923304915428162,0.0,0.9502615332603455,1.0,1.0,39.0
18,-571.4938354492188,-0.16563354432582855,-576.9893188476562,0.0,-0.8607760071754456,0.0,0.985585629940033,1.0,1.0,39.0
19,-565.7401123046875,-0.16563354432582855,-587.3226318359375,0.0,-0.8607760071754456,0.0,0.985585629940033,1.0,1.0,27.0
20,-545.1187744140625,-0.16563354432582855,-598.9857177734375,0.0,0.9976142644882202,0.0,0.9493871331214905,1.0,1.0,15.0
21,-536.1266479492188,-0.16563354432582855,-580.7492065429688,0.0,0.6142759323120117,0.0,0.9634116291999817,1.0,1.0,39.0
22,-539.142578125,-0.16563354432582855,-568.59326171875,0.0,0.6142759323120117,0.0,0.9634116291999817,1.0,1.0,33.0
23,-563.4302978515625,-0.16563354432582855,-552.9993896484375,0.0,-0.12361191213130951,-0.0,0.9226247072219849,1.0,1.0,24.0
24,-635.7252197265625,-0.16563354432582855,-478.27923583984375,0.0,0.001525657600723207,0.0,0.9853823781013489,1.0,1.0,30.0
25,-648.0418701171875,-0.16563354432582855,-478.04754638671875,0.0,0.001525657600723207,0.0,0.9853823781013489,1.0,1.0,39.0
26,-659.3741455078125,-0.16563354432582855,-478.1441955566406,0.0,0.001525657600723207,0.0,0.9853823781013489,1.0,1.0,24.0
27,-667.7489624023438,-0.16563354432582855,-477.8177795410156,0.0,0.001525657600723207,0.0,0.9853823781013489,1.0,1.0,21.0
28,-677.7125244140625,-0.16563354432582855,-495.4225769042969,0.0,-0.8607746362686157,0.0,0.9947212934494019,1.0,1.0,24.0
29,-648.9264526367188,-0.16563354432582855,-502.5755920410156,0.0,0.9685640931129456,0.0,0.9837685823440552,1.0,1.0,33.0
30,-638.1057739257812,-0.16563354432582855,-496.7325134277344,0.0,0.9685640931129456,0.0,0.9837685823440552,1.0,1.0,36.0
31,-628.7333374023438,-0.16563354432582855,-491.3184509277344,0.0,0.9685640931129456,0.0,0.9837685823440552,1.0,1.0,24.0
32,-624.9768676757812,-0.16563354432582855,-555.7140502929688,0.0,-0.2487654685974121,-0.0,0.8549397587776184,1.0,1.0,6.0
33,-629.5194091796875,-0.16563354432582855,-582.8592529296875,0.0,-0.8607757687568665,0.0,0.9936189651489258,1.0,1.0,36.0
34,-623.1963500976562,-0.16563354432582855,-592.9894409179688,0.0,-0.8607757687568665,0.0,0.9936189651489258,1.0,1.0,30.0
35,-603.4622802734375,-0.16563354432582855,-598.72802734375,0.0,0.9605725407600403,0.0,0.9990679621696472,1.0,1.0,24.0
36,-597.5718994140625,-0.16563354432582855,-576.3904418945312,0.0,0.5404787063598633,0.0,0.9609268307685852,1.0,1.0,33.0
37,-601.9210205078125,-0.16563354432582855,-566.2279663085938,0.0,0.5404787063598633,0.0,0.9609268307685852,1.0,1.0,30.0
38,-579.0931396484375,-0.16563354432582855,-566.556884765625,0.0,0.5089840888977051,0.0,0.9989673495292664,1.0,1.0,30.0
39,-584.221923828125,-0.16563354432582855,-555.6965942382812,0.0,0.5089840888977051,0.0,0.9989673495292664,1.0,1.0,36.0
40,-589.52734375,-0.16563354432582855,-546.6436157226562,0.0,0.5089840888977051,0.0,0.9989673495292664,1.0,1.0,21.0
41,-601.9646606445312,-0.16563354432582855,-542.3609619140625,0.0,-0.24875377118587494,-0.0,0.9475138783454895,1.0,1.0,18.0
42,-604.8584594726562,-0.16563354432582855,-557.7166137695312,0.0,-0.8413584232330322,0.0,0.9727663993835449,1.0,1.0,36.0
43,-599.9478759765625,-0.16563354432582855,-568.3069458007812,0.0,-0.8413584232330322,0.0,0.9727663993835449,1.0,1.0,30.0
44,-595.8540649414062,-0.16563354432582855,-577.13134765625,0.0,-0.8413584232330322,0.0,0.9727663993835449,1.0,1.0,24.0
45,-652.8076171875,-0.16563354432582855,-505.71441650390625,0.0,-0.2487601786851883,-0.0,0.9891849756240845,1.0,1.0,3.0
46,-657.9635009765625,-0.16563354432582855,-530.7374267578125,0.0,-0.8607763648033142,0.0,0.9961506724357605,1.0,1.0,21.0
47,-653.8356323242188,-0.16563354432582855,-538.130615234375,0.0,-0.8607763648033142,0.0,0.9961506724357605,1.0,1.0,24.0
48,-649.408447265625,-0.16563354432582855,-545.3590698242188,0.0,-0.8607763648033142,0.0,0.9961506724357605,1.0,1.0,21.0
49,-625.8073120117188,-0.16563354432582855,-554.2039184570312,0.0,0.9685637354850769,0.0,0.8549397587776184,1.0,1.0,6.0
50,-622.1181030273438,-0.16563354432582855,-527.52099609375,0.0,0.5045426487922668,0.0,0.9962710738182068,1.0,1.0,36.0
51,-628.1979370117188,-0.16563354432582855,-516.6525268554688,0.0,0.5045426487922668,0.0,0.9962710738182068,1.0,1.0,33.0
52,-607.7299194335938,-0.16563354432582855,-517.9588012695312,0.0,0.7423678636550903,0.0,0.996532678604126,1.0,1.0,30.0
53,-607.2282104492188,-0.16563354432582855,-507.4916687011719,0.0,0.7423678636550903,0.0,0.996532678604126,1.0,1.0,27.0
54,-605.5501708984375,-0.16563354432582855,-498.1471862792969,0.0,0.7423678636550903,0.0,0.996532678604126,1.0,1.0,24.0
55,-620.51025390625,-0.16563354432582855,-487.7322692871094,0.0,-0.24877379834651947,-0.0,0.9940502047538757,1.0,1.0,21.0
56,-627.5538940429688,-0.16563354432582855,-515.645263671875,0.0,-0.8633863925933838,0.0,0.9847682118415833,1.0,1.0,30.0
57,-622.2218627929688,-0.16563354432582855,-524.5093994140625,0.0,-0.8633863925933838,0.0,0.9847682118415833,1.0,1.0,27.0
58,-510.1459655761719,-0.16563354432582855,-510.6183166503906,0.0,0.3623450696468353,0.0,0.9642670750617981,1.0,1.0,42.0
59,-518.4453735351562,-0.16563354432582855,-503.2616882324219,0.0,0.3623450696468353,0.0,0.9642670750617981,1.0,1.0,21.0
60,-528.0197143554688,-0.16563354432582855,-510.7563781738281,0.0,-0.7926372289657593,0.0,0.9992955923080444,1.0,1.0,42.0
61,-526.146240234375,-0.16563354432582855,-518.5302124023438,0.0,-0.7926372289657593,0.0,0.9992955923080444,1.0,1.0,0.0
62,-510.0630187988281,-0.16563354432582855,-525.6295166015625,0.0,0.9915969371795654,0.0,0.8827797770500183,1.0,1.0,18.0
63,-507.8301086425781,-0.16563354432582855,-587.7117919921875,0.0,-0.7926366329193115,0.0,0.9278056025505066,1.0,1.0,33.0
64,-486.2450866699219,-0.16563354432582855,-594.7262573242188,0.0,0.9450161457061768,0.0,0.9930531978607178,1.0,1.0,30.0
65,-477.2424621582031,-0.16563354432582855,-588.5029296875,0.0,0.9450161457061768,0.0,0.9930531978607178,1.0,1.0,30.0
66,-467.4674072265625,-0.16563354432582855,-580.85205078125,0.0,0.9450161457061768,0.0,0.9930531978607178,1.0,1.0,39.0
67,-457.7724609375,-0.16563354432582855,-573.0993041992188,0.0,0.9450161457061768,0.0,0.9930531978607178,1.0,1.0,30.0
68,-456.0050354003906,-0.16563354432582855,-560.2239379882812,0.0,0.36234191060066223,0.0,0.9931497573852539,1.0,1.0,18.0
69,-475.4689636230469,-0.16563354432582855,-557.3748779296875,0.0,-0.1293608844280243,-0.0,0.9949679970741272,1.0,1.0,42.0
70,-486.460693359375,-0.16563354432582855,-560.5643920898438,0.0,-0.1293608844280243,-0.0,0.9949679970741272,1.0,1.0,21.0
71,-494.1903991699219,-0.16563354432582855,-562.4695434570312,0.0,-0.1293608844280243,-0.0,0.9949679970741272,1.0,1.0,21.0
72,-480.14324951171875,-0.16563354432582855,-538.6473388671875,0.0,0.3623453974723816,0.0,0.9853616952896118,1.0,1.0,39.0
73,-487.0517272949219,-0.16563354432582855,-532.3306884765625,0.0,0.3623453974723816,0.0,0.9853616952896118,1.0,1.0,12.0
74,-509.8003845214844,-0.16563354432582855,-526.6189575195312,0.0,-0.1293659657239914,-0.0,0.8827797770500183,1.0,1.0,18.0
75,-519.1834716796875,-0.16563354432582855,-545.9093017578125,0.0,-0.792637050151825,0.0,0.9582226276397705,1.0,1.0,33.0
76,-492.0883483886719,-0.16563354432582855,-560.7538452148438,0.0,0.9915976524353027,0.0,0.9925717115402222,1.0,1.0,36.0
77,-482.1540222167969,-0.16563354432582855,-557.5568237304688,0.0,0.9915976524353027,0.0,0.9925717115402222,1.0,1.0,21.0
78,-424.02545166015625,-0.16563354432582855,-581.2774047851562,0.0,-0.3967890739440918,-0.0,0.9708643555641174,1.0,1.0,21.0
79,-429.6704406738281,-0.16563354432582855,-587.96337890625,0.0,-0.3967890739440918,-0.0,0.9708643555641174,1.0,1.0,27.0
80,-436.0733947753906,-0.16563354432582855,-594.6029052734375,0.0,-0.3967890739440918,-0.0,0.9708643555641174,1.0,1.0,24.0
81,-429.5837707519531,-0.16563354432582855,-612.0813598632812,-0.0,-0.995585560798645,-0.0,0.9495920538902283,1.0,1.0,30.0
82,-408.2515869140625,-0.16563354432582855,-594.99365234375,0.0,0.7266665101051331,0.0,0.9761373400688171,1.0,1.0,33.0
83,-407.6999206542969,-0.16563354432582855,-584.7590942382812,0.0,0.7266665101051331,0.0,0.9761373400688171,1.0,1.0,24.0
84,-337.9916076660156,-0.16563354432582855,-629.8165283203125,-0.0,-0.9955855011940002,-0.0,0.9679010510444641,1.0,1.0,39.0
85,-326.65911865234375,-0.16563354432582855,-632.3955078125,-0.0,-0.9955855011940002,-0.0,0.9679010510444641,1.0,1.0,27.0
86,-309.9254455566406,-0.16563354432582855,-617.8555297851562,0.0,0.6345036625862122,0.0,0.9659278392791748,1.0,1.0,15.0
87,-311.7171325683594,-0.16563354432582855,-609.8406982421875,0.0,0.6345036625862122,0.0,0.9659278392791748,1.0,1.0,30.0
88,-313.9283142089844,-0.16563354432582855,-599.9395141601562,0.0,0.6345036625862122,0.0,0.9659278392791748,1.0,1.0,27.0
89,-334.3892517089844,-0.16563354432582855,-578.7578125,0.0,0.028066622093319893,0.0,0.8805376887321472,1.0,1.0,3.0
90,-354.4627380371094,-0.16563354432582855,-597.6243896484375,0.0,-0.6376180052757263,-0.0,0.9672123789787292,1.0,1.0,24.0
91,-356.3929748535156,-0.16563354432582855,-606.1181640625,0.0,-0.6376180052757263,-0.0,0.9672123789787292,1.0,1.0,24.0
92,-373.5257263183594,-0.16563354432582855,-576.3794555664062,0.0,0.02805621735751629,0.0,0.9734932780265808,1.0,1.0,36.0
93,-385.2036437988281,-0.16563354432582855,-575.980224609375,0.0,0.02805621735751629,0.0,0.9734932780265808,1.0,1.0,30.0
94,-407.6578063964844,-0.16563354432582855,-595.6353149414062,0.0,-0.6869914531707764,-0.0,0.954444169998169,1.0,1.0,30.0
95,-387.8315734863281,-0.16563354432582855,-620.0579223632812,-0.0,-0.9955854415893555,-0.0,0.9608241319656372,1.0,1.0,30.0
96,-379.36749267578125,-0.16563354432582855,-621.8367919921875,-0.0,-0.9955854415893555,-0.0,0.9608241319656372,1.0,1.0,18.0
97,-357.13909912109375,-0.16563354432582855,-604.99169921875,0.0,0.7703526616096497,0.0,0.9672123789787292,1.0,1.0,30.0
98,-355.2752380371094,-0.16563354432582855,-596.4852294921875,0.0,0.7703526616096497,0.0,0.9672123789787292,1.0,1.0,18.0
99,-614.2542724609375,-0.1655118316411972,-450.0019226074219,-0.0,-1.0,-0.0,0.9732718467712402,1.0,1.0,33.0
100,-603.0617065429688,-0.16551180183887482,-450.22161865234375,-0.0,-1.0,-0.0,0.9732718467712402,1.0,1.0,30.0
101,-591.8690185546875,-0.16551177203655243,-450.416015625,-0.0,-1.0,-0.0,0.9732718467712402,1.0,1.0,33.0
102,-582.2136840820312,-0.16520975530147552,-430.7547302246094,0.0,0.4987439215183258,0.0,0.9656944274902344,1.0,1.0,42.0
103,-588.8922119140625,-0.16504037380218506,-419.5574645996094,0.0,0.4987439215183258,0.0,0.9656944274902344,1.0,1.0,33.0
104,-617.0410766601562,-0.16491541266441345,-411.3393249511719,0.0,-0.26021894812583923,-0.0,0.9875926971435547,1.0,1.0,27.0
105,-630.4369506835938,-0.16527384519577026,-434.71722412109375,0.0,-0.707104504108429,-0.0,0.96783447265625,1.0,1.0,27.0
106,-645.02880859375,-0.16515947878360748,-427.48394775390625,0.0,-0.2602197825908661,-0.0,0.976777970790863,1.0,1.0,30.0
107,-653.261474609375,-0.16523326933383942,-432.75762939453125,0.0,-0.2602197825908661,-0.0,0.976777970790863,1.0,1.0,24.0
108,-661.7044067382812,-0.16530704498291016,-437.6694030761719,0.0,-0.2602197825908661,-0.0,0.976777970790863,1.0,1.0,30.0
109,-660.001708984375,-0.16551196575164795,-450.38720703125,-0.0,-1.0,-0.0,0.9948756098747253,1.0,1.0,33.0
110,-648.063232421875,-0.16551193594932556,-449.62603759765625,-0.0,-1.0,-0.0,0.9948756098747253,1.0,1.0,33.0
111,-631.7507934570312,-0.16527384519577026,-434.71722412109375,0.0,0.7071089744567871,0.0,0.96783447265625,1.0,1.0,27.0
112,-620.8302612304688,-0.16421133279800415,-364.31121826171875,0.0,0.4987427890300751,0.0,0.9668170213699341,1.0,1.0,42.0
113,-624.7318725585938,-0.16409829258918762,-356.51458740234375,0.0,0.4987427890300751,0.0,0.9668170213699341,1.0,1.0,6.0
114,-652.63427734375,-0.1638067066669464,-336.3475341796875,0.0,0.15003938972949982,0.0,0.9511094689369202,1.0,1.0,21.0
115,-675.3176879882812,-0.1640559285879135,-351.1929626464844,0.0,-0.6316146850585938,-0.0,0.9840071201324463,1.0,1.0,33.0
116,-657.4044189453125,-0.1644153594970703,-375.3845520019531,-0.0,-0.9967908263206482,-0.0,0.9861916303634644,1.0,1.0,39.0
117,-643.8778076171875,-0.16444268822669983,-378.2261047363281,-0.0,-0.9967908263206482,-0.0,0.9861916303634644,1.0,1.0,39.0
118,-630.7440185546875,-0.16446906328201294,-380.40679931640625,-0.0,-0.9967908263206482,-0.0,0.9861916303634644,1.0,1.0,36.0
119,-684.1930541992188,-0.1646992266178131,-395.1670837402344,0.0,-0.6316156983375549,-0.0,0.9937673211097717,1.0,1.0,39.0
120,-686.89306640625,-0.16489161550998688,-408.3084411621094,0.0,-0.6316156983375549,-0.0,0.9937673211097717,1.0,1.0,36.0
